cost_weight,policy,accuracy_mean,accuracy_std,avg_cost_mean,utility_mean,regret_mean,route_acc_mean,n_seeds
2.0,always_deepseek_v3,0.9050761421319796,0.013333934554886993,0.12467466948120831,0.6557268031695631,0.25638565580481415,0.01065989847715736,10
2.0,always_granite_8b,0.8421319796954314,0.015219023229623586,0.02809467574629257,0.7859426282028463,0.12616983077153088,0.6446700507614214,10
2.0,random,0.8878172588832488,0.017330067856608285,0.14072933857084885,0.6063585817415511,0.3057538772328262,0.15989847715736039,10
2.0,oracle,0.9786802030456853,0.010913377662671461,0.03328387203565403,0.9121124589743774,0.0,1.0,10
2.0,logistic_router,0.8771573604060914,0.016194228242308494,0.06146569083233068,0.75422597874143,0.15788648023294724,0.3908629441624366,10
2.0,linear_svm_router,0.8563451776649746,0.014166792344456487,0.04681672350332121,0.7627117306583322,0.14940072831604503,0.49238578680203043,10
2.0,knn_router,0.8411167512690355,0.01709721567386684,0.02911643908273471,0.7828838731035661,0.12922858587081112,0.618781725888325,10
2.0,decision_tree_router,0.8903553299492385,0.023347801435750035,0.06766722844775416,0.7550208730537301,0.157091585920647,0.32436548223350253,10
2.0,random_forest_router,0.8532994923857867,0.009705333603857863,0.04043683086408327,0.7724258306576203,0.139686628316757,0.4812182741116751,10
2.0,extra_trees_router,0.8654822335025381,0.008375207222175678,0.05191299915990916,0.7616562351827197,0.15045622379165746,0.4370558375634518,10
2.0,mlp_router,0.8522842639593909,0.016656141729035137,0.03515529897978799,0.7819736659998149,0.13013879297456235,0.5441624365482234,10
2.0,tfidf_logistic_router,0.8593908629441624,0.016413731726264317,0.04350287873502253,0.7723851054741174,0.13972735350025986,0.4903553299492386,10
